Sec,RR_Intervals,QRS_Duration,QRS_Duration_Avg,RR_Entropy,QRS_Area,R_Amp,QRSPPK,Qdur,QRSdur1,TransQRSMaxMacA,TransQRSMaxMacB,QRS_Front_Axis,APC_Incr_P,APC_Incr_RR,Std_LineaIso_R,Std_LineaIso_P,APC_Detectado,VarRR,VarQRSPPK,VarRAmp,PNN10,PNN50,PNN100
0.5596465392213782,0.6339750477801918,0.06675868692600656,,,0.023303129569577866,0.617316399261761,1.285665938691971,0.019827039825991776,0.06717389987447274,,-0.008844303232699528,-40.089992016654726,-0.09541183428252116,-1.6495629430702852,0.09514904883452041,0.01067305997239923,0,,,,,,
1.201594040092959,0.6330062739566593,0.07029125676189095,,,0.02347364063784155,0.6037284571324325,1.2403312747682922,0.019730342456751215,0.07003638808626848,,-0.009211498762773683,-41.53109178446372,-0.17237293555043207,-2.5932728192300165,0.07403959620846055,0.0101347051223409,0,,,,,,
1.8172052332364752,0.6298141176141854,0.0703103743118867,,,0.023347613854600078,0.6394327811908899,1.293055849211289,0.020271830331662043,0.06962159612041913,,-0.007363870763083945,-40.50400907995203,-0.10318573811617487,-1.8240595153859995,0.06844709770218006,0.010448395856422156,0,,,,,,
2.4426925417780154,0.6236324757715602,0.07008013626483263,,,0.023390853208977158,0.6771699213638372,1.3200083409026209,0.02038442755204829,0.07010657176909235,,-0.006774944456821203,-39.56627390069475,0.025013525936007922,0.8238758212185263,0.062475339542698106,0.012271904220792286,0,,,,,,
3.0813480041835883,0.6166247485694091,0.07195046777905624,,,0.023880859248156656,0.6755633688722182,1.3074165289088278,0.02005845033199006,0.07159639996004995,,-0.006544074737627705,-39.28861487279187,0.016850760264373543,-0.2255575551886998,0.0635779236355373,0.012318682374649286,0,,,,,,
3.7068353127251283,0.6147108004199867,0.07362260535207996,,,0.02332971239763554,0.673201817881616,1.2850966724107833,0.019908851073903864,0.07339891718638629,,-0.00670212963828307,-39.574176894598686,-0.13906099282474604,-0.23985267478875377,0.06442154450099782,0.01353243647550026,0,,,,,,
4.312570390470619,0.6146754766578754,0.07315834897447576,0.06736667441942523,,0.023483555420153922,0.5951543433074687,1.2995478698080332,0.020490355650111387,0.07356053222333454,0.587656088921416,-0.009109130812726574,-41.272890976179006,0.07773297925973653,-4.685639056334883,0.06375605695202613,0.01373061843284746,0,,,,,,
4.901845275886071,0.5982795020557212,0.0732552719342328,0.06870047782633396,,0.023410688113494026,0.6050334184442266,1.2976827647002298,0.02002375710578537,0.07324862077250854,0.7629623182603967,-0.00882343059608175,-41.37786154431561,0.02288293559211435,0.4255602255917851,0.0647691728676758,0.011908591791766293,0,,,,,,
5.474659968971482,0.5849592112260492,0.07277731424926735,0.07004912303408399,,0.023213423934447603,0.6139454917835012,1.2966496836721932,0.019638909019950662,0.07360651932241963,0.6788517236846986,-0.0088628008729176,-41.55839518658696,-0.056844696201789655,-2.0431649094115514,0.06262063452257825,0.013704202518945,0,,,,,,
6.031014469726852,0.571026408237318,0.07363727660397101,0.07028002014448549,,0.02335501834860859,0.628560519818317,1.2304465864992002,0.02014003202079005,0.07347593128982281,0.7213054458053183,-0.006835631947808113,-39.77632776027449,-0.08598139990302689,-2.1489307897813084,0.06525441700949418,0.015407999806606136,0,,,,,,
6.593953047414239,0.562052331657412,0.07341449649339152,0.07079344767224952,,0.023608382474144665,0.6331180574453386,1.2289349165105894,0.02001351475747903,0.07284533483621422,0.7693299127817479,-0.006986537707375667,-39.60904630948137,0.03215256410907164,1.6379688049333732,0.06267858939717372,0.013557286582944176,0,-0.0003348488416429708,0.0407910705764108,0.09542572274773951,84.9011097580823,7.038627971278868,0.023369964127998452
7.127263278907551,0.5388668397152427,0.07346385334002317,0.07040479355405772,,0.023678023356167293,0.6073049076617616,1.2401753612930508,0.020045625302545323,0.07344248920852525,0.7874885668761624,-0.004476604612727893,-37.80643038568446,-0.08188589426995806,-2.492140597434285,0.061907448131364666,0.014102715502736817,0,0.003329899890763455,0.0427704213020155,0.10166721068132499,86.01288133057729,2.944393604130498,-0.050097719370544615
7.650697395002841,0.5368410715130255,0.0728681966229776,0.0709001805849825,,0.024433779329281285,0.6997712100394297,1.2922419033046735,0.01976363559632689,0.07338728997752197,0.7997705995275971,-0.005086405055398685,-37.920735508963055,-0.10767615999437907,-4.007713229551954,0.05899614262369867,0.018703744552119424,0,-0.0022744242817787285,0.04377714063788702,0.09761667978577092,85.30656663916363,-0.22006921115264003,0.4100854773488475
8.17413151109813,0.5351106204409621,0.0731966092601037,0.07099341130562505,,0.023790274889295433,0.6025428908452786,1.2399006428711568,0.01991351942372618,0.07363261881914582,0.7850578127377708,-0.005078509013109797,-37.8487440998548,0.009065016966413821,2.7431055882259723,0.06028003987016011,0.023347169423601318,0,0.003792519868748356,0.04430025494261039,0.09391883502913859,86.74794391490755,-0.6717794276985053,0.3722588038258216
8.684397473329385,0.534457902754787,0.07352158511515883,0.07094411643941222,,0.022765256670439604,0.563702103785543,1.2230897840290855,0.019533609985418605,0.07364158376766279,0.7743908411567557,-0.008427618108157954,-40.59065912215954,0.12619401773278163,0.603723344078326,0.06331183070938956,0.02389069774245031,0,0.004288995388379271,0.041112369561752,0.09973529113346374,85.99247010784472,-0.12239847518851814,0.14543352580302366
9.220999743288708,0.5303109833511175,0.07342979431563645,0.07116637489897355,,0.022789964352509275,0.5718467477796106,1.2246295113460623,0.02067969031416964,0.07347743022373182,0.7780213193002834,-0.007658030627346718,-40.46169963383811,-0.07832644624654773,-0.5060645486835177,0.05817181002869337,0.022933242796723055,0,0.0006948891759187329,0.043613533325949985,0.08728104010725399,82.79915394109739,-0.012118718141421979,0.2658108539440468
9.747725897850003,0.5328883326322753,0.07342305422391958,0.0710636327753224,,0.02358754767605681,0.6411587375602031,1.2745180351535002,0.020132506947127166,0.07347656288574914,0.8007987196725936,-0.00520993279377592,-38.172943436448314,-0.13284816056858062,1.3594300460228845,0.05914365802622329,0.02101648088054988,0,0.0006462816102565775,0.041224851701348424,0.08761346805243407,79.47771451339321,-0.573820786277046,-0.4896029166756799
10.271160013945295,0.5352292058355643,0.07348443564400003,0.07155221994195661,,0.024251402427536678,0.7216873959250378,1.3299225662457723,0.020324736524173857,0.0733682289701869,0.8422221991015595,-0.005040159712264102,-38.14973967630409,-0.1543580730137127,-4.249417977693676,0.05674687766734043,0.01870638733983491,0,0.004028305288588165,0.04407705955935694,0.08949648878447092,76.3030173227646,-0.5369959452991686,-0.574078691896066
10.797886168506592,0.5415399268356192,0.0735162986790971,0.07140878474661826,,0.023631603420161552,0.7169529375233148,1.340213382747313,0.02072237609591268,0.07359238266691795,0.7960754405705796,-0.005196151661858968,-38.046763579175035,0.054877886298182216,-2.2417267914801817,0.05791025744279294,0.015642562109298735,0,0.0011979683374321042,0.04288857745159565,0.0895060938928432,72.40542941620407,0.1802816977220469,-0.2608640542993809
11.33778047693192,0.5417996497120888,0.07326301043598514,0.07135739325512142,,0.024193578153446676,0.6982698606280059,1.3353311672178925,0.019972906627932968,0.0733739883498886,0.835248089609545,-0.00500897256088904,-37.917959384518824,0.1286296920440423,0.6027869863481704,0.05715462488233623,0.015512084775514943,0,-0.00037551830713196833,0.043553827522750874,0.08840696543467261,72.41325524670077,-0.0924407073972313,0.25793187830811254
11.894134977687289,0.5628618871780323,0.0728554606192477,0.07149935600121513,,0.024613769496631813,0.7065490788833619,1.3392195009734942,0.023096210587949657,0.07281053521080863,0.8650118174572313,-0.006082093101287793,-38.87059385560394,-0.13489737578645083,-2.7045417295998715,0.05539349403223346,0.012907067916574809,0,-0.0015465091703041889,0.042076907691372005,0.0886511511895424,72.06257823728085,0.3322544457824718,0.07892960653333717
12.4669496707727,0.585130579495051,0.07372330962299223,0.07159002230166206,,0.027654246263827717,0.5884591477687472,1.2891471479135286,0.02337114051191939,0.07379493156064514,0.93586093816747,-0.008404754252751678,-40.603969075815066,-0.08644935126831513,1.1588398017798818,0.06063983971173706,0.015986455259432864,0,0.0012031666902315196,0.04099447402656203,0.08875111333383037,71.29325231694673,0.007587215414551822,-0.5755867763036913
13.066100671586177,0.5801429489593465,0.07360261701202374,0.07150348156692911,,0.024644967205500908,0.5047629770190896,1.2079757147113106,0.022914091268606714,0.0731295398716976,0.8720921484267602,-0.010679717243908864,-41.3095917646957,0.3046787516477465,0.5949677059188867,0.07252535849244938,0.014106587352842377,0,-0.0006476436778841041,0.04067944847144506,0.09075613774902543,70.18603870149174,-0.12094613481642305,-0.30417544675513936
13.66854371086566,0.5838544012031749,0.07010143629323783,0.07128026416886522,,0.02458743784257547,0.2257367666027267,1.184720051868368,0.02328564123776531,0.06961020346044687,0.8641448267407783,-0.017053709430899434,-44.331629960517304,0.10843194599259981,2.7849822146069068,0.0813512932423118,0.013419298400899825,0,-0.0009462557301075638,0.04127401135864893,0.09012224964007798,71.7397351763457,0.376748970957478,-0.24537054802368435
14.247942480883086,0.5935335603393289,0.06993690128790828,0.07139037578636495,,0.02440182712844455,0.22108287796939108,1.1997982458278122,0.02359878498468052,0.07027906167341468,0.8706343867427864,-0.017094453845026236,-44.42215048820521,-0.13114961892829816,-3.336887837758223,0.08175432244457641,0.013108325752946643,0,0.0037275088836159938,0.038072347831285915,0.09419512287957497,71.57315810657046,-0.49730786341330474,0.07110967516864006
14.83392532783253,0.6014580377392817,0.06986348765421167,0.07138131469554744,,0.024495642438461047,0.22757607543472624,1.138548156617965,0.020110573332763098,0.06978374305642399,0.8638355279903805,-0.01685389670564012,-44.77539684949346,-0.05031636661170472,3.5808428063934414,0.07504271503941251,0.012665631957731864,0,0.0037324297309406715,0.038623248232767124,0.11654162099362625,71.80282114119046,-0.45336412099334905,-0.08094553101084213
15.40674002091794,0.6003153397071922,0.07023639186335391,0.07055131831772807,,0.024190049373610717,0.2243094740401139,1.1004238470723793,0.0202907896082142,0.07006371393186153,0.824982700586713,-0.017148715949082537,-45.07252173778382,-0.1776327438571853,1.0023038856030873,0.07187298117112803,0.01282407972032144,0,0.0006173848171248076,0.03846623843642301,0.13261313737505778,69.98156639521672,0.13560396224242283,0.1411739510533192
15.999306944799399,0.6021938917705006,0.06992416651384141,0.06862271879716608,,0.02224543375585559,0.22045791370847706,1.1019211522010233,0.01986276070934014,0.06973128144513346,0.7433095238864942,-0.017119724147907744,-45.12766493572883,0.13821028578390554,-0.33340018555149387,0.07235155202950237,0.010740265541238359,0,0.00046346579842796386,0.036143769674899774,0.13033390397175684,70.64416460782296,-0.8710559180103459,-0.003581452408893272
16.614918137942915,0.599964925990677,0.06992043642430838,0.06749141825022242,,0.02167096646540101,0.23483683547554166,1.0795817106672312,0.013148315441400155,0.07039349253202397,0.7203626560491094,-0.01687278070832206,-45.348889118373265,0.12346826552277157,-2.000454715539334,0.07165858390600863,0.010814339691429378,0,0.00015761672331897705,0.03529181349214921,0.13222381762814617,70.89956511174566,-0.12900845036272462,0.22867674267615326
17.21406913875639,0.6023832885050233,0.06336832747700048,0.06683737999371417,,0.022050031913559753,0.2121518030914365,1.0740756984184423,0.019871932346984516,0.06310973210518744,0.7407937868506124,-0.017029420080318367,-46.61385703614405,-0.11911900944797772,4.664372115640388,0.09691789819640234,0.011192979286934922,0,0.0013281586036154728,0.03626768084669312,0.13361865178845894,71.0921476684805,-0.26859958053898836,0.061598640720042015
17.836264408831923,0.5989215118710312,0.06350200784646821,0.06605249143468163,,0.022168834930839515,0.23321241627725708,1.0480340559921975,0.02020179973913221,0.06320348946401277,0.7400018999867339,-0.017611106711153356,-46.87304790515869,0.3335142307406853,0.7032801383598377,0.09804995208389568,0.010339656450734981,0,-0.002185246214940863,0.03195542954799012,0.13611378291315704,71.08719728942,-0.08062052337472894,-0.271992872581683
18.415663178849353,0.5999564200755026,0.06344910716313788,0.06643489654683082,,0.022237895390806926,0.2137302174731837,1.0371678752661273,0.020372111893900296,0.06338462614112748,0.7436089507387388,-0.01726572402958025,-46.990622797340755,0.03081945044161562,-0.25445736027074234,0.0971152438377389,0.010599926743207283,0,0.003578081364380894,0.02876210152789174,0.13071277535969886,71.22187330676803,-0.07447674809608933,-0.4727760163937873
19.008230102730806,0.6036049520208671,0.06348429694576654,0.06550748532761069,,0.022222408870934785,0.22533093452810593,0.9793669426087753,0.01985761149849314,0.0632798546651852,0.74606280048658,-0.017164800517090316,-46.69350899629049,-0.013731472609711824,-1.4954107942891957,0.09716899389321322,0.009243326322079158,0,0.004898698177146847,0.02988385811712392,0.11960561612628463,71.66527102256369,0.4457919569531443,0.22731629783977897
19.597504988146262,0.6054201650312006,0.06347747330245299,0.06570360817464424,,0.021580643947901944,0.24949339238520019,0.9663874334996337,0.02002895250860496,0.06321758965151189,0.7350048912193891,-0.017394648234819583,-46.421341715221025,-0.02336677689545614,-0.6324239097279926,0.0970069996092345,0.00946957922839982,0,-0.00014665606665316704,0.02880676071886634,0.10763325884516005,70.90926181327936,-0.41030935886860587,0.25982851344407454
20.19007191202772,0.6002199314572471,0.07038644591997453,0.06596130397223043,,0.02156397367226639,0.26294824752314794,1.0405648856612806,0.020086849577167352,0.06989187042289817,0.7448374498204519,-0.012491257078936268,-45.1766621531527,0.10111537998345112,4.270264855482356,0.06557456927500559,0.010531852592517916,0,0.0019416135049223236,0.02887226161821107,0.108269880846797,69.93078617996945,0.24453862836339635,0.22501149957627004
20.789222912841197,0.5961221094692715,0.07005199598952676,0.06587604120623988,1.5014948997943438,0.020915562986738207,0.2542530309019197,1.0308217940011257,0.02292032885405231,0.07016665894749295,0.7286474630262051,-0.012607252105743273,-44.8410670911535,-0.14551493028738283,-1.5295968924441392,0.06529628261777563,0.011062487679139529,0,0.0010616833838242366,0.025262488398871713,0.10406670989567715,72.06739752703207,-0.43959933196941636,0.11774035403547727
21.385081875188657,0.597307793357727,0.0605298451469551,0.06551691753334361,1.5458187287857417,0.021641123907504882,0.02023186094426536,0.9592585254565374,0.032945418880779224,0.06018968306231274,0.7603808228345247,-0.019185306355738653,-48.842874376997344,0.10074011313766422,-1.42509087012732,0.08302721907084788,0.012654856574123581,0,0.0013960978418744471,0.02493814258832894,0.09184767658952375,64.9764773949414,0.5778100774454753,-0.11333760383856188
