Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
1.0,25,1,0,0,0,0,936.6666666666666,936.6666666666666,0.0,233.33333333333337,0.0,81.0,9,7,-237.0,15,6,,,,-47,80.0,298.0,93.0,,,,,,,,20.0,,,,,,1029.0,
1.0,25,1,0,0,0,0,2106.6666666666665,1170.0,233.33333333333337,-133.33333333333326,0.021246458923512748,86.0,11,8,-226.0,13,6,,,,-42,80.0,296.0,85.0,,,,,,,,13.0,,,,,,1139.0,
1.0,25,1,0,0,0,0,3143.3333333333335,1036.6666666666667,-133.33333333333326,-50.000000000000114,0.8566533409480297,94.0,10,7,-227.0,14,6,,,,-39,80.0,306.0,82.0,,,,,,,,10.0,,,,,,1514.0,
0.0,25,1,0,0,0,0,4130.0,986.6666666666666,-50.000000000000114,30.0,0.9655616350177019,87.0,11,9,-228.0,14,5,,,,-43,83.33333333333333,293.0,96.0,,,,,,,,17.0,,,,,,1488.0,
0.0,25,1,0,0,0,0,5146.666666666667,1016.6666666666666,30.0,-83.33333333333326,1.0108717671686138,87.0,10,7,-210.0,14,5,,,,-38,80.0,285.0,84.0,,,,,,,,12.0,,,,,,1731.0,
0.0,25,1,0,0,0,0,6080.0,933.3333333333334,-83.33333333333326,33.33333333333326,0.8860426929392448,83.0,9,6,-243.0,15,5,,,,-47,80.0,306.0,88.0,,,,,,,,11.0,,,,,,2279.0,
0.0,25,1,0,0,0,0,7046.666666666667,966.6666666666666,33.33333333333326,40.0,0.9277047007239727,89.0,10,7,-236.0,14,5,,,,-42,80.0,311.0,91.0,,,,,,,,10.0,,,,,,1952.0,
0.0,25,1,0,0,0,0,8053.333333333333,1006.6666666666666,40.0,-90.0,0.8852279886596314,89.0,10,7,-228.0,14,5,,,,-41,80.0,300.0,92.0,,,,,,,,17.0,,,,,,1965.0,
0.0,25,1,0,0,0,0,8970.0,916.6666666666666,-90.0,23.33333333333337,0.8174503132374824,89.0,10,7,-245.0,13,5,,,,-44,76.66666666666667,317.0,96.0,,,,,,,,17.0,,,,,,2391.0,
0.0,25,1,0,0,0,0,9910.0,940.0,23.33333333333337,60.0,0.8933114570244759,83.0,10,7,-236.0,14,5,,,,-45,80.0,304.0,94.0,,,,,,,,15.0,,,,,,2105.0,
