Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,25,1,0,1,1,0,623.3333333333334,623.3333333333334,0.0,56.66666666666663,0.0,68.0,17,10,-37.0,16.0,7.0,,,,27,110.0,100.0,45.0,173.33333333333334,93.33333333333333,4.0,0.8069928205795698,186.66666666666666,-11.0,484.67333333333335,-10.0,,,,,,621.0,
0.0,25,1,0,1,1,0,1303.3333333333333,680.0,56.66666666666663,20.0,0.03202732998825664,68.0,16,10,-47.0,17.0,7.0,,,,18,110.0,102.0,51.0,180.0,130.0,15.0,3.291741833978909,333.3333333333333,22.0,492.6133333333333,-11.0,,,,,70.0,839.0,
0.0,25,1,0,1,1,0,2003.3333333333333,700.0,20.0,-20.0,1.459925533999608,69.0,17,10,-37.0,16.0,7.0,,,,27,110.0,103.0,46.0,173.33333333333334,86.66666666666667,3.0,0.0,336.6666666666667,21.0,492.86666666666673,-12.0,,,,,80.0,836.0,
0.0,25,1,0,1,1,0,2683.3333333333335,680.0,-20.0,20.0,0.9481608538212312,66.0,17,10,-37.0,16.0,6.0,,,,25,110.0,102.0,47.0,176.66666666666666,86.66666666666667,3.0,0.0,333.3333333333333,19.0,492.6133333333333,-12.0,,,,,53.333333333333336,815.0,
0.0,25,1,0,1,1,0,3383.3333333333335,700.0,20.0,-20.0,0.7319223985890653,65.0,17,10,-38.0,16.0,7.0,,,,25,110.0,97.0,46.0,173.33333333333334,93.33333333333333,4.0,1.062989466086595,336.6666666666667,23.0,492.86666666666673,-12.0,,,,,80.0,810.0,
0.0,25,1,0,1,1,0,4063.3333333333335,680.0,-20.0,3.3333333333333712,0.5698494377739661,65.0,17,10,-36.0,16.0,7.0,,,,26,110.0,100.0,49.0,173.33333333333334,93.33333333333333,8.0,2.2517401125378385,220.0,15.0,492.6133333333333,-13.0,,,,,56.666666666666664,824.0,
0.0,25,1,0,1,1,0,4746.666666666667,683.3333333333334,3.3333333333333712,23.333333333333258,0.48874760177573623,70.0,17,9,-32.0,16.0,6.0,,,,33,110.0,101.0,55.0,173.33333333333334,116.66666666666667,23.0,2.7487142007947583,236.66666666666666,17.0,395.43333333333334,-12.0,,,,,66.66666666666667,844.0,
0.0,25,1,0,1,1,1,5453.333333333333,706.6666666666666,23.333333333333258,-23.333333333333258,0.4167885346592571,68.0,17,10,-41.0,16.0,7.0,,,,23,110.0,104.0,48.0,170.0,83.33333333333333,3.0,2.0162650418353856,223.33333333333334,26.0,378.50666666666666,-14.0,4.0,4.2724609375,1.0095505802531872e-06,2.777290466349594,183.33333333333334,844.0,419.5804195804195
0.0,25,1,0,1,1,1,6136.666666666667,683.3333333333334,-23.333333333333258,20.0,0.34692721608609456,64.0,17,11,-38.0,16.0,7.0,,,,23,110.0,99.0,47.0,186.66666666666666,93.33333333333333,2.0,1.8948808119651694,273.3333333333333,24.0,432.09999999999997,-12.0,8.0,5.89599609375,8.480878941612424e-06,3.088064338025963,156.66666666666666,830.0,580.2707930367505
0.0,25,1,0,1,1,1,6840.0,703.3333333333334,20.0,-23.33333333333337,0.0,65.0,17,11,-41.0,16.0,8.0,,,,21,110.0,99.0,42.0,166.66666666666666,80.0,1.0,1.6088228739826747,333.3333333333333,24.0,489.02,-14.0,2.0,8.16650390625,3.25853570396403e-08,3.1562599226212016,150.0,824.0,269.36026936026934
