Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
1.0,25,1,0,0,0,0,870.0,870.0,0.0,226.66666666666674,0.0,227.0,14,9,-54.0,11.0,3.0,,,,58,83.33333333333333,267.0,69.0,,,,,,,,-6.0,,,,,,1016.0,
1.0,25,1,0,1,1,0,1966.6666666666667,1096.6666666666667,226.66666666666674,10.0,0.02286933983839,215.0,15,10,-56.0,10.0,2.0,,,,52,83.33333333333333,271.0,65.0,186.66666666666666,166.66666666666666,14.0,1.2032058280217424,333.3333333333333,26.0,531.78,-4.0,,,,,,1060.0,
1.0,25,1,0,0,0,1,3073.3333333333335,1106.6666666666667,10.0,-13.333333333333485,0.9056099191636783,217.0,14,9,-57.0,11.0,3.0,,,,52,83.33333333333333,274.0,69.0,,,,,,,,-8.0,14.0,4.47998046875,5.717364378699553e-06,2.9941521128007764,,1055.0,931.9603753910324
1.0,25,1,0,0,0,0,4166.666666666667,1093.3333333333333,-13.333333333333485,0.0,0.5995420583273078,214.0,14,9,-68.0,10.0,3.0,,,,48,80.0,272.0,51.0,,,,,,,,-5.0,,,,,,1066.0,
1.0,25,1,0,1,1,0,5260.0,1093.3333333333333,0.0,6.6666666666667425,0.4554878048780488,215.0,14,8,-63.0,11.0,3.0,,,,49,83.33333333333333,276.0,73.0,196.66666666666666,110.0,12.0,2.372442915894654,280.0,34.0,348.96,-9.0,,,,,,1083.0,
1.0,25,1,0,1,1,1,6360.0,1100.0,6.6666666666667425,-33.33333333333326,0.36458968418485554,240.0,14,8,-55.0,11.0,2.0,,,,60,83.33333333333333,277.0,65.0,210.0,76.66666666666667,5.0,1.6564760546897546,303.3333333333333,29.0,491.2666666666667,-5.0,19.0,4.4189453125,7.373445607029685e-05,2.125589152983009,523.3333333333334,1055.0,958.8631607992826
1.0,25,1,0,0,0,1,7426.666666666667,1066.6666666666667,-33.33333333333326,26.666666666666515,0.3049467209564237,216.0,14,9,-58.0,11.0,2.0,,,,51,83.33333333333333,274.0,64.0,,,,,,,,-16.0,25.0,3.90625,5.551652928928595e-05,2.6446969656466637,,1005.0,883.82727992261
1.0,25,1,0,1,1,0,8520.0,1093.3333333333333,26.666666666666515,-16.666666666666515,0.4002463054187192,241.0,14,8,-45.0,10.0,3.0,,,,61,80.0,286.0,53.0,223.33333333333334,163.33333333333334,12.0,0.0468378812738397,276.6666666666667,34.0,342.29333333333335,-6.0,,,,,,1096.0,
1.0,25,1,0,1,1,1,9596.666666666666,1076.6666666666667,-16.666666666666515,-10.0,0.3228336165207163,212.0,14,8,-55.0,11.0,3.0,,,,53,83.33333333333333,262.0,76.0,206.66666666666666,140.0,11.0,1.2921699303940155,280.0,31.0,351.52666666666664,-11.0,25.0,4.23583984375,0.00023449011412341115,2.1423754090744254,510.0,1055.0,1077.6829815895826
1.0,25,1,0,0,1,1,10663.333333333334,1066.6666666666667,-10.0,-6.6666666666667425,0.13337285121517486,218.0,14,8,-55.0,11.0,3.0,,,,53,83.33333333333333,272.0,54.0,,,,,323.3333333333333,30.0,396.40000000000003,-11.0,28.0,3.80859375,0.0003650188991767087,2.3082238054151745,,1031.0,913.8655462184873
