Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,0,0,0,1,1,0,1036.6666666666667,1036.6666666666667,0.0,-296.66666666666674,0.0,-63.0,21,10,,,,,,,-90,70.0,63.0,38.0,263.3333333333333,93.33333333333333,6.0,0.0,156.66666666666666,31.0,337.6866666666666,-8.0,,,,,,573.0,
0.0,0,0,0,0,0,1,1776.6666666666667,740.0,-296.66666666666674,3.3333333333333712,0.019403660824008795,-57.0,23,9,,,,,,,-90,76.66666666666667,57.0,37.0,,,,,,,,7.0,20.0,6.25,1.1575004930392893e-05,2.8801499173063156,,542.0,2122.954444935869
0.0,0,0,0,0,0,0,2520.0,743.3333333333334,3.3333333333333712,-3.3333333333333712,1.342221421493559,-59.0,23,10,,,,,,,-90,76.66666666666667,59.0,25.0,,,,,,,,5.0,,,,,,495.0,
0.0,0,0,0,0,1,0,3260.0,740.0,-3.3333333333333712,-3.3333333333333712,0.8924567225760157,-57.0,22,10,,,,,,,-90,73.33333333333333,57.0,27.0,,,,,176.66666666666666,15.0,373.37333333333333,6.0,,,,,,486.0,
0.0,0,0,0,1,1,1,3996.6666666666665,736.6666666666666,-3.3333333333333712,6.6666666666667425,0.673033606631228,-53.0,22,9,,,,,,,-90,73.33333333333333,53.0,22.0,120.0,100.0,6.0,0.0,380.0,11.0,493.88666666666666,5.0,9.0,5.79833984375,8.392337558013227e-06,2.520457747340733,283.3333333333333,461.0,1664.8168701442842
0.0,0,0,0,0,0,1,4740.0,743.3333333333334,6.6666666666667425,0.0,0.541078537821209,-56.0,22,9,,,,,,,-90,73.33333333333333,56.0,19.0,,,,,,,,6.0,12.0,4.9072265625,3.0716652313635317e-06,2.8833159166952522,,422.0,1183.5548172757476
0.0,0,0,0,0,0,0,5483.333333333333,743.3333333333334,0.0,-3.3333333333333712,0.447149263292761,-58.0,23,10,,,,,,,-90,76.66666666666667,58.0,20.0,,,,,,,,6.0,,,,,,430.0,
0.0,0,0,0,0,0,0,6223.333333333333,740.0,-3.3333333333333712,3.3333333333333712,0.3834424612072831,-57.0,22,9,,,,,,,-90,73.33333333333333,57.0,19.0,,,,,,,,7.0,,,,,,437.0,
0.0,0,0,0,0,0,0,6966.666666666667,743.3333333333334,3.3333333333333712,-3.3333333333333712,0.3310512566435456,-60.0,22,10,,,,,,,-90,73.33333333333333,60.0,20.0,,,,,,,,6.0,,,,,,528.0,
0.0,0,0,0,1,1,0,7706.666666666667,740.0,-3.3333333333333712,740.0,0.0,-60.0,23,10,,,,,,,-90,76.66666666666667,60.0,19.0,113.33333333333333,93.33333333333333,7.0,0.0,200.0,63.0,470.04,6.0,,,,,,1194.0,
1.0,25,1,0,0,1,1,9186.666666666666,1480.0,740.0,0.0,0.006624271330153683,64.0,29,26,-71.0,16.0,5.0,,,,-7,150.0,90.0,174.0,,,,,346.6666666666667,-85.0,566.08,90.0,173.0,4.6875,0.023622839531244586,2.314453349385915,,1687.0,11034.48275862069
1.0,0,0,0,0,0,1,10666.666666666666,1480.0,0.0,-743.3333333333334,0.17133204633204632,-57.0,23,9,,,,,,,-90,76.66666666666667,57.0,26.0,,,,,,,,5.0,137.0,5.62744140625,0.013940193368492018,2.249604937385719,,846.0,10774.218154080854
0.0,0,0,0,0,0,0,11403.333333333334,736.6666666666666,-743.3333333333334,-3.3333333333332575,0.2925136018824875,-54.0,19,10,,,,,,,-90,63.333333333333336,54.0,18.0,,,,,,,,-3.0,,,,,,478.0,
0.0,0,0,0,0,0,0,12136.666666666666,733.3333333333334,-3.3333333333332575,0.0,0.5818238237461697,-48.0,19,9,,,,,,,-90,63.333333333333336,48.0,31.0,,,,,,,,1.0,,,,,,499.0,
0.0,0,0,0,0,0,0,12870.0,733.3333333333334,0.0,0.0,0.5844155844155844,-52.0,19,9,,,,,,,-90,63.333333333333336,52.0,35.0,,,,,,,,-2.0,,,,,,511.0,
0.0,0,0,0,0,1,0,13603.333333333334,733.3333333333334,0.0,0.0,0.5844155844155844,-50.0,19,9,,,,,,,-90,63.333333333333336,50.0,21.0,,,,,260.0,12.0,407.73333333333335,0.0,,,,,,477.0,
0.0,0,0,0,0,1,1,14336.666666666666,733.3333333333334,0.0,-3.3333333333333712,0.5844155844155844,-50.0,19,9,,,,,,,-90,63.333333333333336,50.0,23.0,,,,,350.0,16.0,454.4,0.0,11.0,5.8349609375,8.763951201223692e-06,2.8899806875543805,,472.0,1321.1009174311928
0.0,0,0,0,0,1,1,15066.666666666666,730.0,-3.3333333333333712,3.3333333333333712,0.5844687179353967,-54.0,19,9,,,,,,,-90,63.333333333333336,54.0,21.0,,,,,386.6666666666667,17.0,491.58000000000004,-1.0,11.0,3.47900390625,5.899391642438803e-06,2.6438793419598303,,478.0,1477.5413711583924
0.0,0,0,0,0,0,1,15800.0,733.3333333333334,3.3333333333333712,-6.6666666666667425,0.5821386174778559,-60.0,23,11,,,,,,,-90,76.66666666666667,60.0,28.0,,,,,,,,6.0,15.0,11.99951171875,3.949414389114091e-06,3.151631328837615,,470.0,1768.2926829268292
0.0,0,0,0,0,0,0,16526.666666666668,726.6666666666666,-6.6666666666667425,-3.3333333333332575,0.33415166393889795,-56.0,22,10,,,,,,,-90,73.33333333333333,56.0,30.0,,,,,,,,7.0,,,,,,443.0,
0.0,0,0,0,0,0,0,17250.0,723.3333333333334,-3.3333333333332575,3.3333333333332575,0.0,-53.0,22,10,,,,,,,-90,73.33333333333333,53.0,19.0,,,,,,,,6.0,,,,,,439.0,
0.0,0,0,0,0,0,0,17976.666666666668,726.6666666666666,3.3333333333332575,-3.3333333333332575,0.0,-59.0,23,11,,,,,,,-90,76.66666666666667,59.0,25.0,,,,,,,,5.0,,,,,,451.0,
0.0,0,0,0,0,0,0,18700.0,723.3333333333334,-3.3333333333332575,-3.3333333333333712,0.0,-59.0,22,11,,,,,,,-90,73.33333333333333,59.0,27.0,,,,,,,,9.0,,,,,,460.0,
0.0,0,0,0,0,0,0,19420.0,720.0,-3.3333333333333712,6.666666666666629,0.0,-56.0,23,10,,,,,,,-90,76.66666666666667,56.0,22.0,,,,,,,,5.0,,,,,,453.0,
0.0,0,0,0,0,1,0,20146.666666666668,726.6666666666666,6.666666666666629,-6.666666666666629,0.0,-55.0,23,11,,,,,,,-90,76.66666666666667,55.0,19.0,,,,,300.0,14.0,418.76000000000005,3.0,,,,,,445.0,
0.0,0,0,0,0,1,1,20866.666666666668,720.0,-6.666666666666629,-3.3333333333333712,0.0,-57.0,22,10,,,,,,,-90,73.33333333333333,57.0,21.0,,,,,346.6666666666667,14.0,463.12,8.0,15.0,4.77294921875,2.566673871884002e-06,3.072632471514818,,453.0,1175.2682677567705
0.0,0,0,0,0,0,1,21583.333333333332,716.6666666666666,-3.3333333333333712,3.3333333333333712,0.0,-57.0,22,10,,,,,,,-90,73.33333333333333,57.0,25.0,,,,,,,,6.0,15.0,8.60595703125,3.476854512673388e-06,2.900995728513605,,459.0,1734.4497607655503
0.0,0,0,0,0,0,0,22303.333333333332,720.0,3.3333333333333712,0.0,0.0,-58.0,23,10,,,,,,,-90,76.66666666666667,58.0,26.0,,,,,,,,6.0,,,,,,451.0,
0.0,0,0,0,0,0,0,23023.333333333332,720.0,0.0,-3.3333333333333712,0.0,-59.0,23,10,,,,,,,-90,76.66666666666667,59.0,22.0,,,,,,,,7.0,,,,,,440.0,
0.0,0,0,0,0,0,0,23740.0,716.6666666666666,-3.3333333333333712,3.3333333333333712,0.0,-58.0,23,9,,,,,,,-90,76.66666666666667,58.0,22.0,,,,,,,,6.0,,,,,,430.0,
0.0,0,0,0,0,0,0,24460.0,720.0,3.3333333333333712,0.0,0.0,-56.0,23,10,,,,,,,-90,76.66666666666667,56.0,20.0,,,,,,,,5.0,,,,,,434.0,
0.0,0,0,0,0,0,0,25180.0,720.0,0.0,0.0,0.0,-57.0,23,11,,,,,,,-90,76.66666666666667,57.0,22.0,,,,,,,,6.0,,,,,,429.0,
0.0,0,0,0,0,0,0,25900.0,720.0,0.0,0.0,0.0,-58.0,22,10,,,,,,,-90,73.33333333333333,58.0,17.0,,,,,,,,7.0,,,,,,452.0,
0.0,0,0,0,0,1,0,26620.0,720.0,0.0,0.0,0.0,-56.0,23,10,,,,,,,-90,76.66666666666667,56.0,22.0,,,,,146.66666666666666,11.0,449.7866666666667,5.0,,,,,,454.0,
0.0,0,0,0,0,0,1,27340.0,720.0,0.0,0.0,0.0,-58.0,23,11,,,,,,,-90,76.66666666666667,58.0,16.0,,,,,,,,5.0,10.0,4.2724609375,5.2137381418098236e-06,3.0346168453083684,,461.0,1068.2158920539728
0.0,0,0,0,0,1,0,28060.0,720.0,0.0,6.666666666666629,0.0,-57.0,23,10,,,,,,,-90,76.66666666666667,57.0,24.0,,,,,296.6666666666667,11.0,416.45333333333326,5.0,,,,,,445.0,
0.0,0,0,0,0,0,1,28786.666666666668,726.6666666666666,6.666666666666629,0.0,0.0,-58.0,23,10,,,,,,,-90,76.66666666666667,58.0,20.0,,,,,,,,7.0,10.0,8.97216796875,2.1794846603187824e-06,3.134276358019724,,441.0,985.2216748768474
0.0,0,0,0,0,0,0,29513.333333333332,726.6666666666666,0.0,-3.3333333333332575,0.0,-57.0,23,11,,,,,,,-90,76.66666666666667,57.0,18.0,,,,,,,,4.0,,,,,,440.0,
0.0,0,0,0,1,1,0,30236.666666666668,723.3333333333334,-3.3333333333332575,3.3333333333332575,0.0,-57.0,23,10,,,,,,,-90,76.66666666666667,57.0,22.0,110.0,90.0,9.0,1.3060116501835548,316.6666666666667,11.0,435.94,6.0,,,,,,441.0,
0.0,0,0,0,1,1,1,30963.333333333332,726.6666666666666,3.3333333333332575,0.0,0.0,-56.0,23,11,,,,,,,-90,76.66666666666667,56.0,21.0,106.66666666666667,86.66666666666667,8.0,0.0,213.33333333333334,11.0,485.4266666666666,5.0,9.0,8.26416015625,2.1403030212133692e-07,3.062067791954181,220.0,447.0,811.6883116883117
0.0,0,0,0,0,1,1,31690.0,726.6666666666666,0.0,0.0,0.0,-56.0,22,11,,,,,,,-90,73.33333333333333,56.0,22.0,,,,,300.0,14.0,415.4266666666666,7.0,9.0,11.99951171875,9.238391851808266e-06,2.817365843697252,,443.0,1466.8367346938776
0.0,0,0,0,0,0,1,32416.666666666668,726.6666666666666,0.0,3.3333333333333712,0.0,-57.0,23,10,,,,,,,-90,76.66666666666667,57.0,19.0,,,,,,,,4.0,11.0,11.2060546875,4.320406999796975e-06,3.0736408086653118,,431.0,1042.7010923535252
0.0,0,0,0,0,0,0,33146.666666666664,730.0,3.3333333333333712,0.0,0.0,-55.0,23,11,,,,,,,-90,76.66666666666667,55.0,23.0,,,,,,,,5.0,,,,,,428.0,
0.0,0,0,0,0,0,0,33876.666666666664,730.0,0.0,3.3333333333333712,0.0,-56.0,23,10,,,,,,,-90,76.66666666666667,56.0,24.0,,,,,,,,6.0,,,,,,436.0,
0.0,0,0,0,0,0,0,34610.0,733.3333333333334,3.3333333333333712,-3.3333333333333712,0.0,-59.0,23,11,,,,,,,-90,76.66666666666667,59.0,21.0,,,,,,,,6.0,,,,,,443.0,
0.0,0,0,0,0,0,0,35340.0,730.0,-3.3333333333333712,3.3333333333333712,0.0,-61.0,22,10,,,,,,,-90,73.33333333333333,61.0,21.0,,,,,,,,6.0,,,,,,431.0,
0.0,0,0,0,0,0,0,36073.333333333336,733.3333333333334,3.3333333333333712,-3.3333333333333712,0.0,-53.0,23,10,,,,,,,-90,76.66666666666667,53.0,15.0,,,,,,,,2.0,,,,,,442.0,
0.0,0,0,0,0,0,0,36803.333333333336,730.0,-3.3333333333333712,10.0,0.0,-57.0,23,10,,,,,,,-90,76.66666666666667,57.0,23.0,,,,,,,,5.0,,,,,,434.0,
0.0,0,0,0,0,0,0,37543.333333333336,740.0,10.0,-6.666666666666629,0.0,-58.0,23,11,,,,,,,-90,76.66666666666667,58.0,23.0,,,,,,,,6.0,,,,,,444.0,
0.0,0,0,0,0,0,0,38276.666666666664,733.3333333333334,-6.666666666666629,6.666666666666629,0.0,-60.0,22,10,,,,,,,-90,73.33333333333333,60.0,21.0,,,,,,,,9.0,,,,,,442.0,
0.0,0,0,0,0,0,0,39016.666666666664,740.0,6.666666666666629,-3.3333333333333712,0.0,-59.0,23,11,,,,,,,-90,76.66666666666667,59.0,19.0,,,,,,,,6.0,,,,,,445.0,
0.0,0,0,0,0,0,0,39753.333333333336,736.6666666666666,-3.3333333333333712,3.3333333333333712,0.0,-58.0,22,10,,,,,,,-90,73.33333333333333,58.0,20.0,,,,,,,,7.0,,,,,,437.0,
