Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,0,0,0,1,1,0,503.3333333333333,503.3333333333333,0.0,253.33333333333331,0.0,-211.0,23,7,,,,,,,-90,76.66666666666667,211.0,93.0,250.0,103.33333333333333,8.0,2.334609654760536,226.66666666666666,72.0,379.81999999999994,-21.0,,,,,,1382.0,
0.0,25,1,0,0,1,1,1260.0,756.6666666666666,253.33333333333331,-263.3333333333333,0.039339103068450045,82.0,10,7,-158.0,15.0,4.0,,,,-31,83.33333333333333,215.0,104.0,,,,,243.33333333333334,-52.0,510.8066666666666,5.0,132.0,4.39453125,0.0003250822861289501,2.794588484595134,,1998.0,1907.7034883720928
3.0,25,1,0,0,1,0,1753.3333333333333,493.3333333333333,-263.3333333333333,226.66666666666669,1.3219767545027061,67.0,9,7,-175.0,17.0,5.0,,,,-42,86.66666666666667,229.0,96.0,,,,,223.33333333333334,49.0,388.0266666666667,9.0,,,,,,2015.0,
0.0,25,1,0,0,1,1,2473.3333333333335,720.0,226.66666666666669,240.0,1.3457418318157472,91.0,10,7,-170.0,15.0,4.0,,,,-33,83.33333333333333,210.0,61.0,,,,,243.33333333333334,77.0,369.78666666666663,8.0,20.0,4.33349609375,0.007027392742158638,2.825546042562896,,1979.0,1334.8946135831382
0.0,25,1,0,0,1,1,3433.3333333333335,960.0,240.0,-60.0,1.1515820456217807,122.0,31,26,-174.0,14.0,3.0,,,,-22,150.0,208.0,107.0,,,,,200.0,68.0,426.15999999999997,61.0,275.0,3.82080078125,0.004745261432906679,2.5952401513722227,,1989.0,2403.846153846154
0.0,25,1,0,1,1,1,4333.333333333333,900.0,-60.0,-86.66666666666663,0.939368655263524,49.0,8,7,-174.0,21.0,4.0,,,,-51,96.66666666666667,218.0,53.0,286.6666666666667,170.0,19.0,0.0394895960362458,333.3333333333333,43.0,445.40000000000003,5.0,32.0,6.45751953125,0.004386850055416278,2.912177638618867,236.66666666666666,1815.0,1104.7939010208038
0.0,25,1,0,0,1,1,5146.666666666667,813.3333333333334,-86.66666666666663,-243.33333333333337,1.0394622447464958,45.0,8,7,-160.0,21.0,4.0,,,,-51,96.66666666666667,201.0,65.0,,,,,386.6666666666667,70.0,512.0799999999999,-3.0,28.0,4.8095703125,0.005540004471007966,2.836597963930623,,1809.0,1387.7978528410579
4.0,25,1,0,0,1,0,5716.666666666667,570.0,-243.33333333333337,-80.0,1.178303431540011,42.0,9,7,-184.0,17.0,6.0,,,,-59,86.66666666666667,214.0,65.0,,,,,220.0,53.0,372.8866666666667,-8.0,,,,,,1799.0,
4.0,25,1,0,0,1,1,6206.666666666667,490.0,-80.0,300.0,1.696491404443551,75.0,11,9,-170.0,20.0,5.0,,,,-39,103.33333333333333,215.0,94.0,,,,,216.66666666666666,44.0,398.54,-4.0,38.0,7.65380859375,0.00033523177042249947,3.115991303199502,,1813.0,1184.7301448003511
0.0,25,1,0,0,1,1,6996.666666666667,790.0,300.0,-46.66666666666663,1.942684331797235,67.0,9,8,-160.0,17.0,3.0,,,,-40,86.66666666666667,207.0,59.0,,,,,253.33333333333334,57.0,372.34000000000003,-1.0,45.0,3.45458984375,3.8777900692731646e-05,2.861475717817867,,1798.0,1247.987117552335
