Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
1.0,25,1,0,0,1,0,216.66666666666666,216.66666666666666,0.0,1196.6666666666665,0.0,126.0,9,6,-213.0,16,4,,,,-25,83.33333333333333,304.0,58.0,,,,,213.33333333333334,67.0,536.0513333333333,12.0,,,,,,987.0,
1.0,25,1,0,1,1,1,1630.0,1413.3333333333333,1196.6666666666665,-216.66666666666652,0.0831255195344971,86.0,8,7,-264.0,14,6,,,,-51,73.33333333333333,312.0,76.0,213.33333333333334,86.66666666666667,7.0,2.242750572253092,363.3333333333333,88.0,383.0133333333334,1.0,35.0,3.96728515625,0.00042642474397815253,1.648136056605965,736.6666666666666,1221.0,730.9432648799165
1.0,25,1,0,1,1,1,2826.6666666666665,1196.6666666666667,-216.66666666666652,163.33333333333326,0.7097232079488999,129.0,9,6,-206.0,17,4,,,,-22,86.66666666666667,308.0,86.0,223.33333333333334,110.0,21.0,2.966994269564246,250.0,65.0,416.38000000000005,13.0,44.0,4.33349609375,0.00017256999532607527,1.8885002272292692,550.0,1298.0,873.6717827626919
1.0,25,1,0,1,1,1,4186.666666666667,1360.0,163.33333333333326,-143.33333333333326,0.8333796322017889,136.0,9,5,-248.0,17,4,,,,-30,86.66666666666667,336.0,80.0,210.0,83.33333333333333,8.0,2.0429794575957487,236.66666666666666,79.0,394.56,16.0,34.0,3.90625,0.0002636436280040948,1.9232208924923437,676.6666666666666,1367.0,840.0774102744546
1.0,25,1,0,1,1,1,5403.333333333333,1216.6666666666667,-143.33333333333326,20.0,0.7353735815689934,131.0,9,5,-199.0,17,4,,,,-20,86.66666666666667,296.0,89.0,223.33333333333334,83.33333333333333,4.0,2.5924348385759295,213.33333333333334,68.0,396.63333333333327,11.0,43.0,4.248046875,0.00033895655736809966,1.7849707338257346,566.6666666666666,1279.0,912.1621621621623
1.0,25,1,0,1,1,1,6640.0,1236.6666666666667,20.0,-43.333333333333485,0.7389351446099912,114.0,9,5,-222.0,16,4,,,,-31,83.33333333333333,305.0,76.0,210.0,80.0,5.0,2.246588276882745,240.0,70.0,393.5533333333333,16.0,29.0,4.296875,0.00036059412984750704,1.9394730734321466,566.6666666666666,1281.0,856.3162970106076
1.0,25,1,0,1,1,1,7833.333333333333,1193.3333333333333,-43.333333333333485,80.0,0.7003753111537542,140.0,8,5,-246.0,13,4,,,,-26,70.0,365.0,84.0,240.0,76.66666666666667,8.0,0.6026193554215169,380.0,86.0,420.2266666666667,10.0,36.0,4.21142578125,0.0003791333371555896,1.815480324918626,546.6666666666666,1461.0,706.648847310391
1.0,25,1,0,1,1,1,9106.666666666666,1273.3333333333333,80.0,100.0,0.6782605923422705,155.0,8,4,-188.0,13,3,,,,-9,70.0,329.0,69.0,223.33333333333334,103.33333333333333,18.0,2.839631695850196,210.0,58.0,361.24,-15.0,39.0,4.19921875,0.0002585235717524503,1.9012788688498041,600.0,1313.0,810.5369807497467
1.0,25,1,0,1,1,1,10480.0,1373.3333333333333,100.0,-73.33333333333326,0.671533119259204,114.0,7,4,-250.0,14,4,,,,-35,70.0,345.0,95.0,213.33333333333334,83.33333333333333,8.0,2.1655994688505213,366.6666666666667,89.0,379.17333333333335,5.0,31.0,3.89404296875,0.00037910147628690414,1.6713560981435678,730.0,1395.0,790.1528687710938
1.0,25,1,0,1,1,1,11780.0,1300.0,-73.33333333333326,-100.0,0.5982463935131833,133.0,8,5,-225.0,13,4,,,,-24,70.0,334.0,82.0,220.0,83.33333333333333,8.0,2.264715429433295,390.0,81.0,413.8,0.0,40.0,4.01611328125,0.0005296082534374483,1.7391630735665315,660.0,1371.0,830.1578660860098
1.0,25,1,0,1,1,1,12980.0,1200.0,-100.0,76.66666666666674,0.6053268765133172,158.0,8,4,-201.0,13,4,,,,-11,70.0,324.0,89.0,236.66666666666666,93.33333333333333,9.0,1.2481018584271997,216.66666666666666,61.0,379.2,-7.0,40.0,4.5166015625,0.00023250536280411768,2.1385880978697682,503.3333333333333,1322.0,858.4743684081433
