Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
8.0,16,1,0,0,1,0,786.6666666666666,786.6666666666666,0.0,1486.666666666667,0.0,-171.0,6,3,615.0,18.0,6.0,,,,56,80.0,710.0,243.0,,,,,226.66666666666666,143.0,462.85333333333335,19.0,,,,,,3413.0,
8.0,16,1,0,0,1,1,3060.0,2273.3333333333335,1486.666666666667,-1406.666666666667,0.02449779519843214,-85.0,6,5,593.0,20.0,6.0,,,,67,86.66666666666667,675.0,213.0,,,,,413.3333333333333,162.0,443.0,1.0,1102.0,5.11474609375,0.17626002617957454,3.051392054061864,,5385.0,2968.599033816425
7.0,22,1,0,0,1,1,3926.6666666666665,866.6666666666666,-1406.666666666667,500.0000000000001,0.4453946196329948,278.0,10,7,-866.0,26.0,7.0,,,,-48,120.0,1101.0,141.0,,,,,200.0,253.0,460.53333333333336,43.0,55.0,7.28759765625,1.974916648771125e-05,2.6668599390891377,,5389.0,550.5199354946338
1.0,16,1,0,1,1,1,5293.333333333333,1366.6666666666667,500.0000000000001,-256.66666666666674,1.140684410646388,-143.0,7,5,570.0,19.0,5.0,,,,59,86.66666666666667,647.0,229.0,186.66666666666666,113.33333333333333,53.0,5.561345567064361,270.0,135.0,400.2,9.0,73.0,3.45458984375,0.00041988800199897194,1.8882666363368252,753.3333333333334,2888.0,748.8613204579337
1.0,16,1,0,0,1,1,6403.333333333333,1110.0,-256.66666666666674,-70.0,0.7344660431866034,-76.0,6,5,590.0,20.0,6.0,,,,69,86.66666666666667,664.0,230.0,,,,,266.6666666666667,121.0,436.3933333333333,4.0,105.0,4.08935546875,0.000826129842877931,2.8302789860960385,,3102.0,1098.239110287303
1.0,21,1,0,0,1,1,7443.333333333333,1040.0,-70.0,66.66666666666674,0.9020386072523904,8.0,4,4,568.0,18.0,7.0,,,,90,73.33333333333333,568.0,269.0,,,,,253.33333333333334,158.0,447.1733333333333,16.0,98.0,5.810546875,0.0007810933320843941,2.6026179140378387,,3255.0,1458.4667093469914
1.0,16,1,0,0,1,1,8550.0,1106.6666666666667,66.66666666666674,-50.0,0.9593927199561002,-105.0,6,5,581.0,20.0,6.0,,,,62,86.66666666666667,686.0,238.0,,,,,210.0,118.0,423.5733333333334,24.0,91.0,5.40771484375,0.001185599484480269,2.9016928731356924,,2958.0,1057.2270145171472
1.0,22,1,0,0,1,1,9606.666666666666,1056.6666666666667,-50.0,130.0,0.8609328567121753,312.0,10,8,-866.0,27.0,6.0,,,,-44,123.33333333333333,1131.0,174.0,,,,,233.33333333333334,240.0,487.94000000000005,-20.0,69.0,3.45458984375,0.00024795358674940105,2.4002062925480567,,3882.0,474.5063365753021
0.0,16,1,0,0,1,1,10793.333333333334,1186.6666666666667,130.0,-273.33333333333337,0.8766172464328422,-92.0,6,4,645.0,19.0,7.0,,,,67,83.33333333333333,735.0,254.0,,,,,200.0,90.0,441.2533333333333,5.0,130.0,3.62548828125,0.002131878664065874,2.4882770764269853,,5487.0,1023.3375646909482
0.0,22,1,0,1,1,1,11706.666666666666,913.3333333333334,-273.33333333333337,409.9999999999999,0.7861254898166513,373.0,11,9,-683.0,13.0,5.0,,,,-27,80.0,1019.0,126.0,163.33333333333334,76.66666666666667,11.0,-0.3643969287203781,180.0,222.0,450.0133333333334,-57.0,36.0,6.0791015625,0.0001404565010958352,2.698865372170924,290.0,5513.0,612.5004229975297
