Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,19,1,0,0,1,0,303.3333333333333,303.3333333333333,0.0,443.3333333333333,0.0,-24.0,25,10,143.0,22.0,9.0,,,,67,156.66666666666666,159.0,30.0,,,,,163.33333333333334,-20.0,622.718,-6.0,,,,,,798.0,
0.0,20,0,0,1,1,1,1050.0,746.6666666666666,443.3333333333333,1463.3333333333335,0.06406149903907753,154.0,26,11,,,,,,,90,86.66666666666667,154.0,68.0,190.0,116.66666666666667,12.0,3.1607878183574503,236.66666666666666,-22.0,502.3466666666667,8.0,8.0,11.99951171875,8.686137597873025e-08,3.1122944959502954,110.0,1277.0,708.3825265643447
8.0,20,0,0,0,0,1,3260.0,2210.0,1463.3333333333335,-1760.0,1.2887705129306644,137.0,28,11,,,,,,,90,93.33333333333333,137.0,43.0,,,,,,,,1.0,188.0,6.16455078125,0.037762164681840266,2.267784743347067,,1648.0,5183.458709578373
4.0,20,0,0,0,1,0,3710.0,450.0,-1760.0,23.333333333333314,0.4598123965422108,133.0,25,10,,,,,,,90,83.33333333333333,133.0,67.0,,,,,196.66666666666666,-29.0,471.3666666666667,-4.0,,,,,,1398.0,
4.0,20,0,0,0,1,0,4183.333333333333,473.3333333333333,23.333333333333314,233.33333333333331,2.2154802427112625,136.0,25,11,,,,,,,90,83.33333333333333,136.0,51.0,,,,,193.33333333333334,-29.0,484.44,4.0,,,,,,1384.0,
3.0,20,0,0,0,0,1,4890.0,706.6666666666666,233.33333333333331,-209.99999999999994,1.884239888423989,133.0,28,11,,,,,,,90,93.33333333333333,133.0,35.0,,,,,,,,2.0,18.0,4.3212890625,5.037286441925575e-05,2.6837421610874674,,1132.0,1002.5062656641604
3.0,20,0,0,1,1,0,5386.666666666667,496.6666666666667,-209.99999999999994,209.99999999999994,1.3278379587575753,146.0,31,10,,,,,,,90,103.33333333333333,146.0,49.0,160.0,140.0,19.0,1.4037855526300316,183.33333333333334,-34.0,467.5133333333333,-14.0,,,,,,1196.0,
2.0,20,0,0,0,0,1,6093.333333333333,706.6666666666666,209.99999999999994,-243.33333333333331,1.8059173622863227,151.0,28,12,,,,,,,90,93.33333333333333,151.0,63.0,,,,,,,,-1.0,19.0,5.65185546875,0.00010917849143485069,3.139971940855543,,1466.0,1554.8517132162394
2.0,20,0,0,0,1,0,6556.666666666667,463.3333333333333,-243.33333333333331,36.666666666666686,1.2702031510808942,133.0,31,11,,,,,,,90,103.33333333333333,133.0,54.0,,,,,196.66666666666666,-27.0,449.31333333333333,-1.0,,,,,,1362.0,
2.0,20,0,0,0,1,1,7056.666666666667,500.0,36.666666666666686,-6.666666666666686,1.766987501795719,155.0,27,11,,,,,,,90,90.0,155.0,55.0,,,,,310.0,-26.0,477.00000000000006,27.0,17.0,6.25,0.00010898526242111438,3.110202142054122,,1738.0,942.9280397022331
2.0,20,0,0,0,1,0,7550.0,493.3333333333333,-6.666666666666686,-56.66666666666663,1.4946842967648515,138.0,25,12,,,,,,,90,83.33333333333333,138.0,37.0,,,,,166.66666666666666,-40.0,481.36,9.0,,,,,,1580.0,
2.0,20,0,0,1,1,0,7986.666666666667,436.6666666666667,-56.66666666666663,20.0,1.2349799732977302,135.0,24,11,,,,,,,90,80.0,135.0,80.0,300.0,126.66666666666667,78.0,1.8993896000723929,156.66666666666666,-19.0,470.08666666666664,9.0,,,,,33.333333333333336,1689.0,
2.0,20,0,0,0,1,0,8443.333333333334,456.6666666666667,20.0,-23.33333333333337,1.4741131351869607,131.0,24,11,,,,,,,90,80.0,131.0,52.0,,,,,166.66666666666666,-22.0,473.67333333333335,6.0,,,,,,1700.0,
2.0,20,0,0,0,1,0,8876.666666666666,433.3333333333333,-23.33333333333337,70.0,1.5641635873990105,130.0,25,11,,,,,,,90,83.33333333333333,130.0,53.0,,,,,213.33333333333334,31.0,470.59999999999997,7.0,,,,,,1520.0,
2.0,20,0,0,0,1,1,9380.0,503.3333333333333,70.0,-10.0,1.560891186715447,146.0,25,10,,,,,,,90,83.33333333333333,146.0,56.0,,,,,246.66666666666666,24.0,473.1533333333333,18.0,15.0,11.99951171875,2.408886789959358e-06,3.1488798931957644,,1476.0,1312.7853881278538
2.0,20,0,0,0,1,0,9873.333333333334,493.3333333333333,-10.0,20.000000000000057,1.343012360635257,129.0,24,11,,,,,,,90,80.0,129.0,33.0,,,,,216.66666666666666,-31.0,478.0266666666667,5.0,,,,,,1237.0,
2.0,20,0,0,0,1,1,10386.666666666666,513.3333333333334,20.000000000000057,3.3333333333332575,1.0850275838123529,139.0,24,11,,,,,,,90,80.0,139.0,50.0,,,,,203.33333333333334,-22.0,478.28,15.0,11.0,3.0029296875,1.5573583976194448e-06,2.9894639820547892,,1282.0,981.0333551340746
2.0,20,0,0,0,1,1,10903.333333333334,516.6666666666666,3.3333333333332575,60.0,1.043463743113139,146.0,24,11,,,,,,,90,80.0,146.0,36.0,,,,,200.0,-34.0,477.76666666666665,7.0,5.0,3.0029296875,2.1696981217432503e-06,3.1664890196419657,,1254.0,871.73100871731
0.0,20,0,0,1,1,0,11480.0,576.6666666666666,60.0,3.3333333333333712,1.0399808739149627,155.0,29,11,,,,,,,90,96.66666666666667,155.0,74.0,176.66666666666666,80.0,32.0,1.1432729422955745,323.3333333333333,25.0,485.1933333333333,-7.0,,,,,,1252.0,
0.0,20,0,0,0,1,1,12060.0,580.0,3.3333333333333712,66.66666666666663,1.1778159420050531,150.0,26,10,,,,,,,90,86.66666666666667,150.0,47.0,,,,,190.0,-28.0,481.3466666666667,8.0,10.0,6.4208984375,2.070313991975835e-05,3.129168521978461,,1249.0,1208.3333333333333
0.0,20,0,0,0,1,1,12706.666666666666,646.6666666666666,66.66666666666663,36.66666666666674,1.2299311926605505,148.0,25,10,,,,,,,90,83.33333333333333,148.0,31.0,,,,,256.6666666666667,28.0,447.7466666666666,4.0,14.0,6.9091796875,1.831820022151313e-05,3.055716774992608,,1198.0,745.2305246422894
0.0,20,0,0,1,1,0,13390.0,683.3333333333334,36.66666666666674,-153.33333333333337,1.1584800741427248,143.0,26,11,,,,,,,90,86.66666666666667,143.0,44.0,300.0,166.66666666666666,29.0,0.7227032566802603,180.0,-32.0,495.4333333333334,12.0,,,,,,1313.0,
0.0,20,0,0,0,1,0,13920.0,530.0,-153.33333333333337,-60.0,1.1035588284706277,144.0,26,11,,,,,,,90,86.66666666666667,144.0,74.0,,,,,130.0,-15.0,479.0466666666667,9.0,,,,,,1353.0,
2.0,20,0,0,0,1,0,14390.0,470.0,-60.0,43.33333333333337,1.4885454938405012,128.0,31,10,,,,,,,90,103.33333333333333,128.0,52.0,,,,,193.33333333333334,-18.0,424.9533333333333,-8.0,,,,,,1336.0,
