Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
8.0,25,1,0,1,1,0,1316.6666666666667,1316.6666666666667,0.0,1119.9999999999998,0.0,140.0,11,7,-68.0,10.0,3.0,,,,34,70.0,187.0,67.0,133.33333333333334,66.66666666666667,5.0,0.44141433948185593,373.3333333333333,20.0,471.23333333333335,-1.0,,,,,,887.0,
8.0,25,1,0,1,1,1,3753.3333333333335,2436.6666666666665,1119.9999999999998,-1186.6666666666665,0.014935776162501245,113.0,10,7,-73.0,13.0,3.0,,,,21,76.66666666666667,171.0,52.0,100.0,80.0,8.0,1.1175220763719071,243.33333333333334,19.0,443.0,6.0,185.0,4.84619140625,0.0016084521848628878,2.791025256392555,1813.3333333333333,780.0,2528.3797729618163
7.0,25,1,0,1,1,1,5003.333333333333,1250.0,-1186.6666666666665,-13.333333333333258,0.41443333149140743,107.0,10,6,-77.0,12.0,3.0,,,,15,73.33333333333333,169.0,56.0,133.33333333333334,113.33333333333333,7.0,1.8772447533853818,363.3333333333333,20.0,481.50000000000006,3.0,11.0,3.55224609375,5.973889613034046e-06,2.6561835422848796,596.6666666666666,722.0,1041.2878913093782
1.0,25,1,0,0,1,1,6240.0,1236.6666666666667,-13.333333333333258,3.3333333333332575,0.79750346740638,89.0,8,5,-74.0,8.0,4.0,,,,8,53.333333333333336,153.0,75.0,,,,,350.0,22.0,456.8866666666666,-11.0,21.0,7.7392578125,1.649743500783669e-05,2.7886882592777162,,742.0,1486.548107615139
1.0,25,1,0,1,1,1,7480.0,1240.0,3.3333333333332575,40.0,0.6716619050185973,114.0,11,6,-56.0,9.0,3.0,,,,34,66.66666666666667,152.0,63.0,136.66666666666666,70.0,5.0,0.6159159857855201,370.0,24.0,466.37333333333333,-3.0,11.0,10.09521484375,7.536176286784192e-06,2.823442106518652,603.3333333333334,754.0,1472.0849084036056
1.0,25,1,0,1,1,1,8760.0,1280.0,40.0,-43.33333333333326,0.5657640232108317,110.0,10,7,-90.0,14.0,3.0,,,,9,80.0,185.0,98.0,130.0,63.333333333333336,5.0,0.5201936278838186,370.0,21.0,463.54666666666674,3.0,14.0,8.251953125,8.296685255523359e-06,2.7845886449757042,640.0,864.0,1511.8243243243242
1.0,25,1,0,1,1,1,9996.666666666666,1236.6666666666667,-43.33333333333326,0.0,0.6240832706668951,119.0,11,7,-67.0,13.0,3.0,,,,25,80.0,182.0,53.0,146.66666666666666,93.33333333333333,3.0,2.316739258554559,393.3333333333333,21.0,516.8866666666667,2.0,10.0,3.564453125,5.882984349095413e-06,2.45444252615767,580.0,779.0,1127.3209549071619
1.0,25,1,0,1,1,1,11233.333333333334,1236.6666666666667,0.0,-6.6666666666667425,0.5764343473238351,89.0,9,6,-112.0,15.0,3.0,,,,-12,80.0,170.0,63.0,173.33333333333334,100.0,5.0,2.1073048443978895,413.3333333333333,31.0,523.5533333333333,-9.0,8.0,4.248046875,1.8626232426252775e-05,2.7529515002012754,510.0,744.0,1199.5386389850057
1.0,25,1,0,1,1,1,12463.333333333334,1230.0,-6.6666666666667425,-6.6666666666667425,0.5169983671708925,101.0,11,7,-60.0,13.0,3.0,,,,24,80.0,152.0,60.0,153.33333333333334,86.66666666666667,6.0,1.6667583102126713,196.66666666666666,23.0,467.9133333333333,9.0,23.0,4.3701171875,0.00027336726552550214,2.784062548850258,510.0,745.0,1431.8885448916408
1.0,25,1,0,1,1,1,13686.666666666666,1223.3333333333333,-6.6666666666667425,26.666666666666742,0.3740242844752819,106.0,11,7,-78.0,12.0,3.0,,,,15,76.66666666666667,159.0,74.0,120.0,53.333333333333336,6.0,-0.6784277716734266,366.6666666666667,44.0,455.60666666666674,13.0,21.0,5.9814453125,2.9234910368652795e-05,2.928909255244988,596.6666666666666,839.0,1370.2961947928745
1.0,25,1,0,0,0,1,14936.666666666666,1250.0,26.666666666666742,-20.0,0.204270617714348,88.0,11,7,-84.0,13.0,4.0,,,,2,80.0,163.0,82.0,,,,,,,,-5.0,54.0,3.50341796875,0.0010368312198809095,2.7706917946657423,,787.0,1499.9594605551201
1.0,25,1,0,0,1,0,16166.666666666666,1230.0,-20.0,-40.0,0.2000640204865557,110.0,11,7,-73.0,13.0,3.0,,,,19,80.0,171.0,62.0,,,,,420.0,33.0,527.9133333333333,2.0,,,,,,767.0,
1.0,25,1,0,1,1,1,17356.666666666668,1190.0,-40.0,26.666666666666742,0.2068709032587978,98.0,11,7,-72.0,13.0,3.0,,,,14,80.0,165.0,64.0,133.33333333333334,86.66666666666667,4.0,1.6468790782001435,353.3333333333333,28.0,464.07333333333327,0.0,11.0,7.9345703125,6.90700660159728e-06,3.0722437878830773,490.0,778.0,1298.7012987012986
1.0,25,1,0,1,1,1,18573.333333333332,1216.6666666666667,26.666666666666742,-10.0,0.3863814536902229,108.0,11,7,-68.0,13.0,4.0,,,,20,80.0,173.0,59.0,133.33333333333334,80.0,7.0,1.3685330297486544,180.0,27.0,453.3,-13.0,17.0,5.67626953125,2.455385272640735e-05,2.710888208382012,586.6666666666666,820.0,1162.6379400945875
1.0,25,1,0,1,1,1,19780.0,1206.6666666666667,-10.0,-13.333333333333485,0.20610041572391546,104.0,11,7,-71.0,13.0,3.0,,,,18,80.0,163.0,76.0,133.33333333333334,76.66666666666667,4.0,1.666544332504289,216.66666666666666,33.0,501.50666666666666,6.0,15.0,3.72314453125,0.00028572805414537044,2.8688114269148706,583.3333333333334,851.0,1430.3242769500437
1.0,25,1,0,1,1,1,20973.333333333332,1193.3333333333333,-13.333333333333485,23.333333333333485,0.23742421371731715,109.0,11,7,-75.0,8.0,3.0,,,,16,63.333333333333336,184.0,75.0,126.66666666666667,63.333333333333336,5.0,0.11257461624335718,363.3333333333333,33.0,470.2266666666667,-5.0,19.0,4.0771484375,0.0007016341244427552,2.5959725259795423,530.0,852.0,1015.1763740771124
1.0,25,1,0,0,1,1,22190.0,1216.6666666666667,23.333333333333485,0.0,0.26864992939712323,96.0,11,7,-79.0,8.0,3.0,,,,9,63.333333333333336,164.0,58.0,,,,,233.33333333333334,18.0,436.6333333333333,-11.0,31.0,6.4453125,4.4621301252581344e-05,2.393589997945805,,803.0,1418.9651242306816
1.0,25,1,0,1,1,1,23406.666666666668,1216.6666666666667,0.0,-26.666666666666742,0.2348336594911937,112.0,11,7,-60.0,8.0,2.0,,,,27,63.333333333333336,172.0,74.0,123.33333333333333,56.666666666666664,6.0,-0.3477241102413835,330.0,27.0,486.6333333333334,-10.0,28.0,3.90625,0.00018477796928061382,2.7308336977392895,620.0,818.0,1350.3375843960991
