Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,20,0,0,1,1,0,496.6666666666667,496.6666666666667,0.0,309.99999999999994,0.0,152.0,19,9,,,,,,,90,63.333333333333336,152.0,56.0,173.33333333333334,80.0,5.0,1.3286062392214948,183.33333333333334,-42.0,497.5133333333333,-20.0,,,,,,934.0,
0.0,20,0,0,1,1,1,1303.3333333333333,806.6666666666666,309.99999999999994,-20.0,0.03977197401564364,161.0,19,10,,,,,,,90,63.333333333333336,161.0,45.0,180.0,86.66666666666667,5.0,1.895626439310126,170.0,-44.0,449.7733333333333,-19.0,15.0,5.7373046875,8.333303702459663e-06,2.948072174493717,200.0,1274.0,652.1739130434783
0.0,20,0,0,1,1,1,2090.0,786.6666666666666,-20.0,-3.3333333333332575,1.2320158756408135,156.0,19,9,,,,,,,90,63.333333333333336,156.0,40.0,173.33333333333334,96.66666666666667,6.0,2.7320096645894765,186.66666666666666,-42.0,446.18666666666667,-19.0,16.0,5.43212890625,9.165944172224643e-06,2.9366231561564486,193.33333333333334,1239.0,696.2864721485412
0.0,20,0,0,1,1,1,2873.3333333333335,783.3333333333334,-3.3333333333332575,0.0,0.8432918043902026,142.0,18,9,,,,,,,90,60.0,142.0,41.0,173.33333333333334,100.0,7.0,2.7335032434853357,173.33333333333334,-40.0,446.7,-21.0,18.0,5.5419921875,1.1142274827306464e-05,2.9294493125580443,193.33333333333334,1219.0,837.7853326857697
0.0,20,0,0,1,1,1,3656.6666666666665,783.3333333333334,0.0,-10.0,0.6357446808510638,158.0,18,9,,,,,,,90,60.0,158.0,40.0,173.33333333333334,100.0,8.0,2.990741610818141,220.0,-54.0,493.3666666666667,-19.0,15.0,5.31005859375,7.260739506169474e-06,2.897507327660879,193.33333333333334,1210.0,687.4727193365343
0.0,20,0,0,1,1,1,4430.0,773.3333333333334,-10.0,-3.3333333333333712,0.5107687069038904,151.0,18,9,,,,,,,90,60.0,151.0,39.0,173.33333333333334,100.0,8.0,3.037216407654805,193.33333333333334,-43.0,451.5733333333334,-19.0,5.0,6.45751953125,1.0191922249128053e-05,3.1400861185197644,136.66666666666666,1249.0,436.11694395089654
0.0,20,0,0,1,1,1,5200.0,770.0,-3.3333333333333712,0.0,0.5167933196211496,154.0,18,9,,,,,,,90,60.0,154.0,44.0,173.33333333333334,70.0,4.0,0.709024482283219,226.66666666666666,-54.0,495.42,-20.0,14.0,5.65185546875,7.930198468025265e-06,2.9796827206509016,176.66666666666666,1258.0,771.8696397941682
0.0,20,0,0,1,1,1,5970.0,770.0,0.0,0.0,0.4941249226963512,163.0,18,9,,,,,,,90,60.0,163.0,42.0,170.0,100.0,8.0,2.550775411175545,220.0,-54.0,495.42,-21.0,4.0,6.4453125,1.112476462521776e-05,3.1390036102035426,136.66666666666666,1267.0,448.90019452341767
0.0,20,0,0,1,1,1,6740.0,770.0,0.0,10.0,0.4582560296846011,159.0,18,9,,,,,,,90,60.0,159.0,43.0,183.33333333333334,110.0,8.0,0.9205447888580771,236.66666666666666,-55.0,495.42,-23.0,4.0,6.43310546875,1.0104578714836606e-05,3.137321252403524,123.33333333333333,1258.0,356.9607343192249
0.0,20,0,0,1,1,1,7520.0,780.0,10.0,3.3333333333333712,0.1817709685795897,152.0,18,9,,,,,,,90,60.0,152.0,48.0,180.0,113.33333333333333,6.0,3.0401698081136637,180.0,-40.0,440.5466666666666,-21.0,5.0,6.50634765625,1.3376385058012047e-05,3.142312657492438,136.66666666666666,1248.0,481.38639281129656
0.0,20,0,0,1,1,1,8303.333333333334,783.3333333333334,3.3333333333333712,13.333333333333258,0.0,149.0,18,9,,,,,,,90,60.0,149.0,44.0,180.0,113.33333333333333,8.0,1.448697541865771,230.0,-51.0,490.0333333333333,-20.0,18.0,5.615234375,1.0565428813203692e-05,2.93563862109019,193.33333333333334,1224.0,902.5688498032862
0.0,20,0,0,1,1,1,9100.0,796.6666666666666,13.333333333333258,10.0,0.0,146.0,19,9,,,,,,,90,63.333333333333336,146.0,42.0,183.33333333333334,90.0,5.0,1.49276908916341,186.66666666666666,-41.0,447.98,-18.0,6.0,6.72607421875,9.776090142958039e-06,3.151704666533803,153.33333333333334,1237.0,580.7027992852888
0.0,20,0,0,1,1,1,9906.666666666666,806.6666666666666,10.0,3.3333333333333712,0.0035854716687980306,157.0,18,9,,,,,,,90,60.0,157.0,40.0,183.33333333333334,110.0,7.0,2.7828062466062864,190.0,-44.0,449.7733333333333,-20.0,17.0,7.38525390625,1.2292394684601066e-05,3.071047922656723,203.33333333333334,1244.0,720.4761407538895
0.0,20,0,0,1,1,1,10716.666666666666,810.0,3.3333333333333712,-6.666666666666629,0.17973721180067762,158.0,18,9,,,,,,,90,60.0,158.0,40.0,183.33333333333334,116.66666666666667,8.0,1.324300379414435,166.66666666666666,-40.0,442.59333333333336,-22.0,14.0,6.97021484375,8.625109395879194e-06,3.0477205421888445,203.33333333333334,1260.0,591.4090060178461
0.0,20,0,0,1,1,1,11520.0,803.3333333333334,-6.666666666666629,6.666666666666629,0.3086927889364504,155.0,18,9,,,,,,,90,60.0,155.0,42.0,186.66666666666666,116.66666666666667,7.0,1.5289211981991517,216.66666666666666,-56.0,486.9533333333334,-20.0,18.0,6.45751953125,1.0321936979467349e-05,3.0724557992539667,200.0,1259.0,774.1935483870968
0.0,20,0,0,1,1,1,12330.0,810.0,6.666666666666629,6.666666666666629,0.3102626712815893,157.0,19,10,,,,,,,90,63.333333333333336,157.0,37.0,186.66666666666666,120.0,6.0,3.210384148761891,190.0,-42.0,445.9266666666667,-18.0,5.0,6.62841796875,1.1671319263850145e-05,3.1465402288255593,160.0,1218.0,398.0891719745223
0.0,20,0,0,1,1,1,13146.666666666666,816.6666666666666,6.666666666666629,-280.0,0.26274334618640083,140.0,19,10,,,,,,,90,63.333333333333336,140.0,40.0,186.66666666666666,116.66666666666667,7.0,2.753393140028061,180.0,-43.0,451.56666666666666,-17.0,16.0,6.689453125,1.1148045153950534e-05,3.0224489053592096,210.0,1311.0,748.2993197278912
3.0,0,0,0,0,1,0,13683.333333333334,536.6666666666666,-280.0,576.6666666666666,0.17965759376247623,-191.0,49,19,,,,,,,-90,163.33333333333334,191.0,91.0,,,,,270.0,70.0,504.6866666666666,53.0,,,,,,947.0,
0.0,20,0,0,1,1,1,14796.666666666666,1113.3333333333333,576.6666666666666,-303.33333333333326,0.5277010475843019,149.0,18,9,,,,,,,90,60.0,149.0,34.0,173.33333333333334,120.0,8.0,1.8164228124573345,200.0,-44.0,429.21333333333337,-23.0,9.0,4.21142578125,5.563427856520518e-06,2.5881514903657687,536.6666666666666,920.0,400.18341739964154
0.0,20,0,0,1,1,1,15606.666666666666,810.0,-303.33333333333326,-13.333333333333371,0.4193079483584632,161.0,18,9,,,,,,,90,60.0,161.0,45.0,186.66666666666666,113.33333333333333,9.0,2.653863047249942,176.66666666666666,-45.0,449.26,-24.0,16.0,5.6640625,9.727551211735886e-06,2.930508214344335,173.33333333333334,1251.0,860.0095556617296
0.0,20,0,0,1,1,1,16403.333333333332,796.6666666666666,-13.333333333333371,-6.666666666666629,0.5733810072687069,161.0,18,9,,,,,,,90,60.0,161.0,41.0,173.33333333333334,70.0,3.0,0.700853571069727,226.66666666666666,-58.0,497.98,-22.0,16.0,5.89599609375,8.33411898164708e-06,2.9885275040105856,200.0,1263.0,652.1739130434783
0.0,20,0,0,1,1,1,17193.333333333332,790.0,-6.666666666666629,3.3333333333333712,0.5828829690563873,149.0,17,9,,,,,,,90,56.666666666666664,149.0,41.0,186.66666666666666,113.33333333333333,7.0,2.4933514649693187,180.0,-41.0,445.6733333333333,-21.0,5.0,6.34765625,1.3456253656842517e-05,3.1310975080527577,133.33333333333334,1239.0,402.68456375838923
