Rh,Morph,w1detected,w2detected,Pwdetected,Twdetected,TPdetected,Rpk,RR,RRdb,RRda,RRIrr,w0a,w0d,w0p,w1a,w1d,w1p,w2a,w2d,w2p,Axis,QRSd,QRSa,pw_prof,PR,Pwd,Pwa,Pwdist,Twd,Twa,QT,STdev,TPa,TPf,TPfa,atrial_entr,TPdur,profile,baseline
0.0,25,1,0,1,1,0,800.0,800.0,0.0,170.0,0.0,123.0,12,9,-350.0,18.0,6.0,,,,-44,100.0,457.0,186.0,150.0,70.0,16.0,1.5154913257851312,170.0,74.0,300.8,16.0,,,,,,3148.0,
0.0,25,1,0,1,1,1,1770.0,970.0,170.0,-23.33333333333337,0.024894199651481205,105.0,15,14,-384.0,20.0,6.0,,,,-54,116.66666666666667,465.0,281.0,140.0,120.0,43.0,3.095950264228952,250.0,66.0,527.9533333333333,-16.0,69.0,4.04052734375,0.0012522619739683094,2.5769887793220834,546.6666666666666,4370.0,1687.6475216365068
0.0,25,1,0,0,1,1,2716.6666666666665,946.6666666666666,-23.33333333333337,-10.0,1.024547892456852,154.0,10,7,-370.0,19.0,5.0,,,,-41,96.66666666666667,474.0,293.0,,,,,220.0,-87.0,534.8799999999999,10.0,81.0,4.7607421875,0.0006634130260694361,2.76099374112888,,4575.0,2363.8281549673957
0.0,25,1,0,0,1,1,3653.3333333333335,936.6666666666666,-10.0,50.0,0.7043741635556807,103.0,10,9,-351.0,20.0,6.0,,,,-53,100.0,415.0,248.0,,,,,373.3333333333333,58.0,533.0866666666667,18.0,64.0,4.40673828125,0.0013440423656042653,2.9817770569160094,,4199.0,2395.6984964652
0.0,25,1,0,1,1,1,4640.0,986.6666666666666,50.0,-23.333333333333258,0.7116956985424814,138.0,10,9,-382.0,20.0,6.0,,,,-46,100.0,468.0,159.0,206.66666666666666,123.33333333333333,48.0,3.314457948696493,346.6666666666667,55.0,542.0533333333334,-9.0,73.0,5.74951171875,0.0002871251914787464,3.0871963045609827,253.33333333333334,3795.0,2774.966261808367
0.0,25,1,0,1,1,1,5603.333333333333,963.3333333333334,-23.333333333333258,-13.333333333333371,0.7064151963766646,130.0,11,10,-334.0,19.0,5.0,,,,-40,100.0,453.0,183.0,156.66666666666666,80.0,26.0,2.457667889157566,410.0,-73.0,538.98,11.0,38.0,5.48095703125,0.00038534954228962846,2.975006651681542,263.3333333333333,3917.0,1349.6521083074863
0.0,25,1,0,1,1,1,6553.333333333333,950.0,-13.333333333333371,0.0,0.5525998299084274,129.0,9,7,-381.0,19.0,6.0,,,,-45,93.33333333333333,499.0,154.0,156.66666666666666,73.33333333333333,13.0,2.4393080030197787,340.0,52.0,441.0333333333333,1.0,36.0,5.3955078125,0.0027569713287940354,2.9998541270024885,260.0,3890.0,1071.3735162632959
0.0,25,1,0,1,1,1,7503.333333333333,950.0,0.0,6.666666666666629,0.5002506265664161,113.0,9,6,-392.0,19.0,6.0,,,,-50,93.33333333333333,499.0,128.0,166.66666666666666,83.33333333333333,9.0,1.8956878298725126,393.3333333333333,48.0,494.3666666666667,-13.0,39.0,5.0537109375,0.0016667452100538455,2.7827250834732604,346.6666666666667,3656.0,948.049946045938
0.0,25,1,0,1,1,1,8460.0,956.6666666666666,6.666666666666629,33.33333333333337,0.4458020929393368,117.0,11,9,-302.0,19.0,6.0,,,,-40,100.0,412.0,123.0,163.33333333333334,76.66666666666667,8.0,2.1795178612092734,423.3333333333333,37.0,540.0066666666667,-1.0,32.0,5.9326171875,2.1608416674781688e-05,2.955788520587061,296.6666666666667,3250.0,793.6075051816297
0.0,25,1,0,1,1,1,9450.0,990.0,33.33333333333337,-30.0,0.18951452447274175,117.0,11,8,-342.0,18.0,6.0,,,,-44,96.66666666666667,457.0,149.0,156.66666666666666,73.33333333333333,8.0,2.139314090272922,406.6666666666667,57.0,504.8733333333333,-1.0,16.0,4.736328125,3.479785727930503e-05,2.554362319372804,296.6666666666667,3248.0,862.9803555184028
